50,1000,0.0058141,0.0076196
100,1000,0.0060915,0.0074593
200,1000,0.0063515,0.0077862
400,1000,0.0067549,0.0086794
800,1000,0.0066941,0.0081132
5,20000,0.1728977,0.2679253
5,40000,0.2343007,0.3698872
5,80000,0.4880746,0.7573339
