50,1000,0.0044509,0.0052864,0.0008355,0.0059103
100,1000,0.0062993,0.0068827,0.0005834,0.0071959
200,1000,0.0108773,0.0114292,0.0005519,0.0110489
400,1000,0.0147402,0.0175053,0.0027651,0.0179921
800,1000,0.0213818,0.0242795,0.0028977,0.0250131
5,20000,0.0688967,0.0836164,0.0147197,0.0870447
5,40000,0.1131059,0.1587513,0.0456454,0.1905224
5,80000,0.2295466,0.3297163,0.1001697,0.4356500
5,160000,0.4663359,0.7432490,0.2769131,1.0466789
