50,1000,0.0061549,0.0097936
100,1000,0.0063673,0.0112218
200,1000,0.0069348,0.0105044
50,5000,0.0295529,0.0497366
100,5000,0.0299748,0.0518013
200,5000,0.0301944,0.0510477
5,20000,0.1430485,0.2100364
5,40000,0.2865674,0.3759989
5,80000,0.4230740,0.7072134
